id  , nama_sekolah
2141, MTSS AL HAMID
2142, MTSS YUSUFIYAH
2143, MTSS ULUL ILMI
2144, MTSS AL FALAH AL ANSORIYAH
2145, MTSS AL IKHSAN
2146, MTSS AL FATHIYAH
2147, MTSS AS SAADAH
2148, MTSS AL IHSANIYAH
2149, MTSS AL WAHYU
2150, MTSS AL KAHFI
2151, MTS ASH SHIDDIQ
2152, MTS PESANTREN MODERN PKP JIS
2153, MTS NURUL JALAL
2154, MTSN 5 JAKARTA
2155, MTSN 15 JAKARTA
2156, MTSN 38 JAKARTA
2157, MTSN 39 JAKARTA
2158, MTSS AL WATHONIYAH 43
2159, MTSS EL-NUR EL-KASYSYAF
2160, MTSS AL-AQSHA
2161, MTSS KHAIRUL UMMAH
2162, MTSS NURUL BAHRI
2163, MTSS MANDIRI
2164, MTSS RAUDHATUL JANNATINNA&#039;IM
2165, MTSS NUR ATTAQWA
2166, MTSS PERSIS 12
2167, MTSS AL HIDAYAH RBU
2168, MTSS AL MUHAJIRIN TG
2169, MTSS AL-JIHAD
2170, MTSS YAPIS
2171, MTSS AL FALAH
2172, MTSS DARUL BINA
2173, MTSS IMADUN NAJAH
2174, MTSS AL KHAIRIYAH KP BAHARI
2175, MTSS AL WATHONIYAH 14
2176, MTSS AL MIFFTAHIYYAH
2177, MTSS AL MUBASYIRIN
2178, MTSS RAUDHATUL MUTTAQIN
2179, MTSS AL HIKMAH
2180, MTSS AR RASYIDIYYAH
2181, MTSS ASH SHIDIQIYAH
2182, MTSS AL HIDAYAH UKA
2183, MTSS AL MUHAJIRIN KJ
2184, MTSS AL KHAIRIYAH KOJA
2185, SMP 10 November
2186, SMP 28 OKTOBER 1928
2187, SMP ACG SCHOOL JAKARTA
2188, SMP ACS JAKARTA
2189, SMP ADIK IRMA
2190, SMP Advent VI
2191, SMP ADVENT VII
2192, SMP Al Azhar 4
2193, SMP Al Azhar II
2194, SMP Al Fajar
2195, SMP AL FALAH
2196, SMP Al Fallah
2197, SMP AL HIKMAH
2198, SMP AL IHSAN
2199, SMP Al Karomiyah
2200, SMP AL KHAIRAAT
2201, SMP AL QALAM
2202, SMP Al Washliyah
2203, SMP AL WASHLIYAH 1
2204, SMP Al Wathoniyah 9
2205, SMP AL WILDAN 4 ISLAMIC SCHOOL JAKARTA
2206, SMP AL-AKHYAR
2207, SMP AL-FALAH KALIBATA CITY
2208, SMP AL-HADIRIYAH SCHOOL
2209, SMP AL-HIKMAH
2210, SMP AL-Jannah
2211, SMP ALAM
2212, SMP ALFATHIYAH JAKARTA
2213, SMP ALGHURABAA
2214, SMP Amaliyah
2215, SMP ANGKASA
2216, SMP ANNURIYYAH
2217, SMP AS SAADAH
2218, SMP Asisi
2219, SMP Assalafy
2220, SMP ASSYAIRIYAH ATTAHIRIYAH
2221, SMP AUSTRALIAN INDEPENDENT SCHOOL INDONESIA JAKARTA
2222, SMP Avicenna
2223, SMP AZHARI ISLAMIC SCHOOL
2224, SMP AZHARI ISLAMIC SCHOOL RASUNA
2225, SMP BAHAGIA
2226, SMP Bait Al Rahman
2227, SMP BAKTI 17
2228, SMP Bakti Idhata
2229, SMP Bakti Mulya 400
2230, SMP Bhakti
2231, SMP BHAKTI MULIA
2232, SMP Bhakti Nusantara
2233, SMP Bina Dharma
2234, SMP BINA NUSANTARA SIMPRUG
2235, SMP Bina Pangudi Luhur
2236, SMP BKUI (Al-Kautsar)
2237, SMP Borobudur
2238, SMP BPSK 2
2239, SMP BRIGHT WORLD ACADEMY
2240, SMP Budaya
2241, SMP Buddhis Silaparamita
2242, SMP BUDHAYA III SANTO AGUSTINUS
2243, SMP Budhi Warman
2244, SMP BUDI HARAPAN
2245, SMP Budi Mulia Utama
2246, SMP BUNDA KANDUNG
2247, SMP CAHAYA ALQURAN
2248, SMP Cahaya Sakti
2249, SMP CAWANG BARU
2250, SMP CENDERAWASIH I
2251, SMP Charitas
2252, SMP CIKAL
2253, SMP Cita Buana
2254, SMP CITRA ALAM
2255, SMP CITRA KASIH DON BOSCO PONDOK INDAH
2256, SMP Corpatarin
2257, SMP D`ROYAL MOROCO INTEGRATIVE ISLAMIC SCHOOL
2258, SMP DAARUSSALAAM
2259, SMP DARUL ARQOM
2260, SMP DARUL MAARIF JAKARTA
2261, SMP Darul Mukminin
2262, SMP Darul Muttaqien
2263, SMP Darus Syifa
2264, SMP Darussalam
2265, SMP Delima
2266, SMP DESA PUTRA
2267, SMP DEWI SARTIKA
2268, SMP DEWI SARTIKA
2269, SMP Dharma Bakti
2270, SMP Dharma Putra Nusantara 86
2271, SMP DHARMA SATRIA
2272, SMP Diponegoro 1
2273, SMP Diponegoro 2
2274, SMP Don Bosco II
2275, SMP DWI CAKTI BHAKTI PALAD
2276, SMP EL RASYAD ISLAMIC JUNIOR HIGH SCHOOL
2277, SMP El Shaddai Intercontinental School
2278, SMP EL-SYIFA
2279, SMP EMBUN PAGI ISLAMIC SCHOOL
2280, SMP EMERALD
2281, SMP EMIISc Jakarta
2282, SMP ERA PEMBANGUNAN UMAT
2283, SMP FATAHILLAH
2284, SMP GARUDA
2285, SMP GARUDA CENDEKIA
2286, SMP Global Islamic School
2287, SMP GLOBAL MANDIRI
2288, SMP GLOBAL SEVILLA PULO MAS
2289, SMP Hangtuah 2
2290, SMP Harapan I
2291, SMP Harnasto Institut
2292, SMP HERITAGE SCHOOL JAKARTA
2293, SMP HIGHSCOPE INDONESIA
2294, SMP I Al Azhar Syifa Budi
2295, SMP IBNU HAJAR BOARDING SCHOOL
2296, SMP ICHTHUS SCHOOL
2297, SMP IGNATIUS SLAMET RIYADI
2298, SMP IMTAQ DARURRAHIM
2299, SMP INTERNATIONAL ISLAMIC SECONDARY SCHOOL
2300, SMP Islam Al Azhar I
2301, SMP ISLAM AL HIDAYAH
2302, SMP Islam Al Hikmah
2303, SMP Islam Al Ikhlas
2304, SMP ISLAM AL ITISHOM
2305, SMP ISLAM AL IZHAR PONDOK LABU
2306, SMP ISLAM AL JABR
2307, SMP Islam Al Kholidin
2308, SMP Islam Al Makiyah
2309, SMP Islam Al-Azhar 12
2310, SMP ISLAM AL-AZHAR 19 CIBUBUR
2311, SMP ISLAM AL-AZHAR 22
2312, SMP ISLAM AL-MARUF
2313, SMP Islam An Nuriyah
2314, SMP ISLAM ANDALUS
2315, SMP ISLAM AR RAHMAH JAKARTA
2316, SMP Islam As-Syafiiyah 02
2317, SMP ISLAM ASSALAAM
2318, SMP ISLAM AT-TAUFIEQ
2319, SMP ISLAM CITRA DHARMA
2320, SMP ISLAM HARAPAN IBU
2321, SMP Islam Karya Darma
2322, SMP Islam L Pina
2323, SMP Islam Malahayati
2324, SMP ISLAM NURUL HUDA
2325, SMP ISLAM PB SOEDIRMAN
2326, SMP ISLAM RPI
2327, SMP ISLAM TAMAN QURANIYAH
2328, SMP ISLAM TERPADU AL KIYAN
2329, SMP ISLAM TERPADU AL-HALIMIYAH
2330, SMP ISLAM TERPADU ARRAHMAN
2331, SMP ISLAM TERPADU DAQTA
2332, SMP ISLAM TERPADU NURUL HIKMAH
2333, SMP Islam Tugasku
2334, SMP ISLAM YASMIN
2335, SMP Islam YPS
2336, SMP IT AL-WATHONIYAH PUSAT PUTRI
2337, SMP IT ALMUGHNI
2338, SMP IT AR-RUDHO
2339, SMP JAGAKARSA
2340, SMP JAKARTA INTERCULTURAL SCHOOL DI CILANDAK
2341, SMP JAKARTA ISLAMIC SCHOOL
2342, SMP JAKARTA MONTESSORI
2343, SMP Jayakarta
2344, SMP KAPIN
2345, SMP Kartika VIII-1
2346, SMP KARTIKA X-1
2347, SMP KARTIKA XI-3 JAKARTA
2348, SMP KARTINI 3 JAKARTA
2349, SMP Katolik Nusa Melati
2350, SMP KELUARGA WIDURI
2351, SMP KEMALA BHAYANGKARI 2
2352, SMP KEMALA BHAYANGKARI 3
2353, SMP Krida Putra
2354, SMP KRISTEN 5 BPK PENABUR
2355, SMP KRISTEN BERKAT
2356, SMP KRISTEN CAHAYA BANGSA
2357, SMP KRISTEN ORA et LABORA
2358, SMP KRISTEN TUNAS BANGSA
2359, SMP Kuntum Wijaya Kusuma
2360, SMP LABORATORIUM JAKARTA
2361, SMP LABSCHOOL JAKARTA
2362, SMP Labschool Kebayoran
2363, SMP LENTERA INDONESIA JAKARTA
2364, SMP MADINA ISLAMIC SCHOOL
2365, SMP MAHAKARYA BANGSA
2366, SMP MAHASISWA
2367, SMP MAKARYA
2368, SMP Marsudirini
2369, SMP MEKAR SARI
2370, SMP MENTARI INTERCULTURAL SCHOOL JAKARTA
2371, SMP MUARA INDONESIA
2372, SMP Muhamadiyah IV
2373, SMP Muhammadiyah 30
2374, SMP MUHAMMADIYAH 31
2375, SMP Muhammadiyah 35
2376, SMP Muhammadiyah 36
2377, SMP Muhammadiyah 39
2378, SMP Muhammadiyah 5
2379, SMP MUHAMMADIYAH 50
2380, SMP Muhammadiyah 8
2381, SMP MUHAMMADIYAH 9
2382, SMP Muhammadiyah I Jagakarsa
2383, SMP MUTTAQIEN
2384, SMP N 202 JAKARTA
2385, SMP Nahdlatul Wathan
2386, SMP NASIONAL
2387, SMP NEGERI 102 JAKARTA
2388, SMP NEGERI 103 JAKARTA
2389, SMP Negeri 104
2390, SMP NEGERI 106 JAKARTA
2391, SMP Negeri 107
2392, SMP Negeri 109 JAKARTA
2393, SMP NEGERI 11 JAKARTA
2394, SMP NEGERI 110
2395, SMP Negeri 115
2396, SMP Negeri 117
2397, SMP NEGERI 12
2398, SMP NEGERI 124 JAKARTA
2399, SMP NEGERI 126 JAKARTA
2400, SMP NEGERI 128 JAKARTA
2401, SMP Negeri 13
2402, SMP Negeri 131
2403, SMP Negeri 135
2404, SMP NEGERI 138 JAKARTA
2405, SMP NEGERI 139 JAKARTA
2406, SMP NEGERI 14 JAKARTA
2407, SMP Negeri 141
2408, SMP Negeri 144
2409, SMP NEGERI 145 JAKARTA
2410, SMP NEGERI 146 JAKARTA
2411, SMP NEGERI 147 JAKARTA
2412, SMP NEGERI 148 JAKARTA
2413, SMP Negeri 149
2414, SMP Negeri 15
2415, SMP Negeri 150 Jakarta
2416, SMP Negeri 153
2417, SMP NEGERI 154
2418, SMP NEGERI 155
2419, SMP NEGERI 157 JAKARTA
2420, SMP Negeri 158
2421, SMP NEGERI 16 JAKARTA
2422, SMP Negeri 160 JAKARTA
2423, SMP Negeri 161
2424, SMP NEGERI 163 JAKARTA
2425, SMP Negeri 164
2426, SMP Negeri 165 Jakarta
2427, SMP NEGERI 166
2428, SMP NEGERI 167 JAKARTA
2429, SMP Negeri 168
2430, SMP NEGERI 171 JAKARTA
2431, SMP Negeri 172
2432, SMP Negeri 174 Jakarta
2433, SMP Negeri 177
2434, SMP NEGERI 178
2435, SMP NEGERI 179 JAKARTA
2436, SMP Negeri 180 Jakarta
2437, SMP NEGERI 182
2438, SMP NEGERI 184 JAKARTA
2439, SMP Negeri 185
2440, SMP Negeri 188 Jakarta
2441, SMP Negeri 19 Jakarta
2442, SMP NEGERI 192 JAKARTA
2443, SMP Negeri 193
2444, SMP Negeri 194
2445, SMP NEGERI 195 JAKARTA
2446, SMP Negeri 196 Jakarta
2447, SMP Negeri 198
2448, SMP Negeri 199
2449, SMP Negeri 20 Jakarta
2450, SMP NEGERI 203 JAKARTA
2451, SMP NEGERI 208 JAKARTA
2452, SMP Negeri 209 Jakarta
2453, SMP Negeri 210 Jakarta
2454, SMP NEGERI 211
2455, SMP NEGERI 212 JAKARTA
2456, SMP NEGERI 213 JAKARTA
2457, SMP NEGERI 214 JAKARTA
2458, SMP NEGERI 217 JAKARTA
2459, SMP Negeri 218
2460, SMP NEGERI 222 JAKARTA
2461, SMP Negeri 223 Jakarta
2462, SMP Negeri 226
2463, SMP NEGERI 227 JAKARTA
2464, SMP NEGERI 230 JAKARTA
2465, SMP Negeri 232
2466, SMP Negeri 233 Jakarta
2467, SMP Negeri 234
2468, SMP Negeri 235
2469, SMP Negeri 236
2470, SMP Negeri 237 Jakarta
2471, SMP Negeri 238
2472, SMP NEGERI 239
2473, SMP NEGERI 24 JAKARTA
2474, SMP Negeri 240
2475, SMP NEGERI 242
2476, SMP Negeri 243
2477, SMP Negeri 245
2478, SMP Negeri 246 Jakarta
2479, SMP NEGERI 247 JAKARTA
2480, SMP Negeri 25
2481, SMP Negeri 250
2482, SMP Negeri 251 Jakarta
2483, SMP NEGERI 252 JAKARTA
2484, SMP Negeri 253
2485, SMP Negeri 254
2486, SMP Negeri 255
2487, SMP NEGERI 256 JAKARTA
2488, SMP NEGERI 257 JAKARTA
2489, SMP Negeri 258 Jakarta
2490, SMP Negeri 259 Jakarta
2491, SMP NEGERI 26 JAKARTA
2492, SMP Negeri 262
2493, SMP Negeri 263 Jakarta
2494, SMP NEGERI 265
2495, SMP NEGERI 267 JAKARTA
2496, SMP NEGERI 268 JAKARTA
2497, SMP NEGERI 27 JAKARTA
2498, SMP Negeri 272 Jakarta
2499, SMP Negeri 275 Jakarta
2500, SMP NEGERI 276
2501, SMP NEGERI 281 JAKARTA
2502, SMP Negeri 283 Jakarta
2503, SMP NEGERI 284 JAKARTA
2504, SMP Negeri 287 Jakarta
2505, SMP Negeri 29
2506, SMP NEGERI 3 JAKARTA
2507, SMP NEGERI 31
2508, SMP Negeri 33
2509, SMP Negeri 35 Jakarta
2510, SMP Negeri 36
2511, SMP NEGERI 37 JAKARTA
2512, SMP Negeri 41
2513, SMP NEGERI 43 JAKARTA
2514, SMP NEGERI 44 JAKARTA
2515, SMP Negeri 46
2516, SMP NEGERI 48 JAKARTA
2517, SMP Negeri 49 Jakarta
2518, SMP Negeri 50 Jakarta
2519, SMP Negeri 51
2520, SMP NEGERI 52 JAKARTA
2521, SMP NEGERI 56
2522, SMP Negeri 57
2523, SMP Negeri 58
2524, SMP NEGERI 6 JAKARTA
2525, SMP Negeri 62
2526, SMP NEGERI 66
2527, SMP Negeri 67
2528, SMP NEGERI 68 JAKARTA
2529, SMP NEGERI 7 JAKARTA
2530, SMP NEGERI 73 JAKARTA
2531, SMP Negeri 74
2532, SMP NEGERI 80 JAKARTA
2533, SMP NEGERI 81 JAKARTA
2534, SMP NEGERI 85 JAKARTA
2535, SMP Negeri 86
2536, SMP Negeri 87
2537, SMP NEGERI 9 JAKARTA
2538, SMP Negeri 90
2539, SMP Negeri 91 Jakarta
2540, SMP Negeri 92
2541, SMP NEGERI 96 JAKARTA
2542, SMP NEGERI 97 JAKARTA
2543, SMP Negeri 98
2544, SMP Negeri 99
2545, SMP NEGERI RAGUNAN
2546, SMP NEW ZEALAND INDEPENDENT SCHOOL
2547, SMP NIZAMIA ANDALUSIA
2548, SMP NOAH
2549, SMP Nuris
2550, SMP Nurul Huda
2551, SMP NURUL IHSAN
2552, SMP Nurul Iman
2553, SMP PALAPA
2554, SMP Pandawa
2555, SMP Pangudi Luhur
2556, SMP Pangudi Rahayu
2557, SMP Pasar Minggu
2558, SMP Pattimura
2559, SMP Pelita Harapan
2560, SMP PELITA HARAPAN
2561, SMP Pelita Tiga No. 1
2562, SMP PEMBANGUNAN
2563, SMP PERDANA KUSUMA
2564, SMP PERGURUAN ADVENT XI TANJUNG BARAT
2565, SMP PERGURUAN ADVENT XV
2566, SMP Perguruan Rakyat 02
2567, SMP PERGURUAN RAKYAT 1
2568, SMP PERGURUAN RAKYAT 3
2569, SMP Perintis Pembangunan
2570, SMP PERMATA KASIH INDONESIA SCHOOL
2571, SMP Perwira Jakarta
2572, SMP Petri Jaya
2573, SMP PGRI 10
2574, SMP PGRI 12
2575, SMP PGRI 20
2576, SMP PGRI 3
2577, SMP PGRI 30
2578, SMP PGRI 38
2579, SMP PGRI 9
2580, SMP PLUS KHADIJAH ISLAMIC SCHOOL
2581, SMP PLUS YAPIMDA LENTENG AGUNG
2582, SMP PSKD 3
2583, SMP PSKD IV BULUNGAN
2584, SMP PURNAMA
2585, SMP PUSPITA PERSADA
2586, SMP PUTRA 1
2587, SMP Putra Satria
2588, SMP QURAN AL-IHSAN
2589, SMP RAFFLES CHRISTIAN SCHOOL PONDOK INDAH
2590, SMP SAMPOERNA
2591, SMP SANTA MARIA FATIMA
2592, SMP SANTO BONAVENTURA
2593, SMP Santo Markus
2594, SMP SANTO MARKUS II
2595, SMP Santo Yoseph
2596, SMP SINGAPORE INTERCULTURAL SCHOOL
2597, SMP Srikandi
2598, SMP St. Antonius
2599, SMP ST. FRANSISKUS II JAKARTA
2600, SMP St. Vincentius
2601, SMP Strada Bakti Utama
2602, SMP Strada Marga Mulia
2603, SMP STRADA SANTA ANNA
2604, SMP Sultan Hasanuddin
2605, SMP SULUH JAKARTA
2606, SMP Sumbangsih
2607, SMP SUNAN GIRI
2608, SMP SWASTA AL FALAH
2609, SMP TAMAN HARAPAN
2610, SMP Tarakanita 1
2611, SMP Tarakanita 4
2612, SMP Tarakanita 5
2613, SMP Tarakanita III
2614, SMP TARUNA HARAPAN BANGSA
2615, SMP TELADAN
2616, SMP TIRTA SARI SURYA
2617, SMP TIRTAYASA
2618, SMP Trampil
2619, SMP TRI MULYA
2620, SMP Tri Sastra
2621, SMP TRISOKO
2622, SMP TRISULA PERWARI 3
2623, SMP Trisula Perwari I Jakarta
2624, SMP Uswatun Hasanah
2625, SMP VILLA MAS
2626, SMP Widya Manggala
2627, SMP Yamas
2628, SMP YANUSA
2629, SMP YAPENKA
2630, SMP YAPIMDA JAKARTA
2631, SMP Yasda
2632, SMP YASPEN
2633, SMP YASPIA
2634, SMP YASPIA
2635, SMP Yasporbi I Jakarta
2636, SMP YASPORBI II
2637, SMP Yayasan Pendidikan Mulia
2638, SMP YP IPPI
2639, SMP YP. GKPI Rawamangun
2640, SMP YPI
2641, SMP YPI Al Bayan
2642, SMP YPI Pulogadung
2643, SMP YPIA Pengarengan
2644, SMP YPKUI
2645, SMP YPMII
2646, SMP YPMU
2647, SMP YPRI
2648, SMP YPUI
2649, SMP YWKA I
2650, SMP YWKA II
2651, SMPI AL-HIDAYAH
2652, SMPIT AL-AZHAR JAGAKARSA
2653, SMPIT An Nizomiyah
2654, SMPIT AR RAHMAN
2655, SMPIT ASSAADAH ALCHILASHIYYAH
2656, SMPIT ASSALAAMAH
2657, SMPIT INSAN MADANI
2658, SMPIT INSAN MANDIRI
2659, SMPK TIRTAMARTA-BPK PENABUR
2660, SMPN 175 JAKARTA
2661, SMPS CIKAL AMRI
2662, SMPS DHARMA SURYA
2663, SMPS ISLAM ASSAADAH
2664, SMPS ISLAM AT TAUBAH
2665, SMPS IT BUAHATI ISLAMIC SCHOOL
2666, SMPTQ CITA MULIA
2667, SPK SMPS HIGHFIELD
2668, MTsS DARUL IBTIDA
2669, MTS.UMMUL QURO-Ponpes Modern Ummul Quro Al-Islami
2670, SMP SAIS 1
